date	title	artist	rank
8/28/1971	You've Got A Friend	Roberta Flack & Donny Hathaway	39.00
9/4/1971	Amanda	Dionne Warwicke	87.00
9/4/1971	Carey	Joni Mitchell	93.00
9/4/1971	Draggin' The Line	Tommy James	29.00
9/4/1971	I Hear Those Church Bells Ringing	Dusk	70.00
9/4/1971	I'm Leavin'	Elvis Presley	78.00
9/4/1971	Indian Reservation (The Lament Of The Cherokee Reservation Indian)	The Raiders	27.00
9/4/1971	Maybe Tomorrow	Jackson 5	33.00
9/4/1971	Mighty Clouds Of Joy	B.J. Thomas	41.00
9/4/1971	Moon Shadow	Cat Stevens	76.00
9/4/1971	Ride With Me	Steppenwolf	71.00
9/4/1971	"Slipped, Tripped And Fell In Love"	Clarence Carter	84.00
9/4/1971	We Got A Dream	Ocean	86.00
9/4/1971	We're Friends By Day (And Lovers By Night)	Whatnauts	100.00
9/4/1971	Wear This Ring (With Love)	Detroit Emeralds	91.00
9/4/1971	"What The World Needs Now Is Love/Abraham, Martin and John"	Tom Clay	28.00
9/4/1971	You've Got A Friend	James Taylor	22.00
9/11/1971	"A Long Time, A Long Way To Go"	Runt-Todd Rundgren	92.00
9/11/1971	A Song For You	Andy Williams	83.00
9/11/1971	Desdemona	The Searchers	94.00
9/11/1971	Hot Pants (She Got To Use What She Got To Get What She Wants) (Pt. 1)	James Brown	37.00
9/11/1971	Mother Freedom	Bread	67.00
9/11/1971	Mr. Big Stuff	Jean Knight	21.00
9/11/1971	Sweet Hitch-Hiker	Creedence Clearwater Revival	22.00
9/11/1971	Where You Lead	Barbra Streisand	69.00
9/18/1971	Beginnings/Colour My World	Chicago	26.00
9/18/1971	California Kid And Reemo	Lobo	72.00
9/18/1971	Get It While You Can	Janis Joplin	78.00
9/18/1971	Go Down Gamblin'	"Blood, Sweat & Tears"	44.00
9/18/1971	I'd Rather Be Sorry	Ray Price	77.00
9/18/1971	If Not For You	Olivia Newton-John	32.00
9/18/1971	"Mercy, Mercy Me (The Ecology)"	Marvin Gaye	31.00
9/18/1971	Riders On The Storm	The Doors	28.00
9/18/1971	Summer Side Of Life	Gordon Lightfoot	98.00
9/18/1971	Waiting At The Bus Stop	Bobby Sherman	68.00
9/25/1971	A Part Of You	Brenda & The Tabulations	94.00
9/25/1971	Bangla-Desh/Deep Blue	George Harrison	31.00
9/25/1971	Black Seeds Keep On Growing	The Main Ingredient	97.00
9/25/1971	Can You Get To That	Funkadelic	93.00
9/25/1971	I Likes To Do It	The People's Choice	57.00
9/25/1971	Liar	Three Dog Night	29.00
9/25/1971	Maggie	Redbone	60.00
9/25/1971	Signs	Five Man Electrical Band	22.00
9/25/1971	"Take Me Home, Country Roads"	John Denver	26.00
10/2/1971	All My Hard Times	Joe Simon	93.00
10/2/1971	All My Trials	Ray Stevens	76.00
10/2/1971	Crazy Love	Helen Reddy	57.00
10/2/1971	Don't Try To Lay No Boogie-Woogie On The King Of Rock And Roll	John Baldry	77.00
10/2/1971	Gimme Shelter	Grand Funk Railroad	69.00
10/2/1971	He'd Rather Have The Rain	Heaven Bound with Tony Scotti	83.00
10/2/1971	Hijackin' Love	Johnnie Taylor (The Soul Philosopher)	65.00
10/2/1971	How Can I Unlove You	Lynn Anderson	66.00
10/2/1971	How Can You Mend A Broken Heart	Bee Gees	28.00
10/2/1971	Is That The Way	Tin Tin	70.00
10/2/1971	Solo	Billie Sans	91.00
10/2/1971	Surrender	Diana Ross	45.00
10/2/1971	"Take Me Girl, I'm Ready"	Jr. Walker & The All Stars	58.00
10/2/1971	Them Changes	Buddy Miles & The Freedom Express	62.00
10/2/1971	Think His Name	Johnny Rivers	67.00
10/9/1971	Annabella	"Hamilton, Joe Frank & Reynolds"	48.00
10/9/1971	"Another Time, Another Place"	Engelbert Humperdinck	49.00
10/9/1971	"Call My Name, I'll Be There"	Wilson Pickett	60.00
10/9/1971	Co-Co	The Sweet	99.00
10/9/1971	Ghetto Woman	B.B. King	69.00
10/9/1971	Handbags And Gladrags	Chase	84.00
10/9/1971	I Ain't Got Time Anymore	The Glass Bottle	43.00
10/9/1971	I Just Want To Celebrate	Rare Earth	26.00
10/9/1971	Ko-Ko Joe	Jerry Reed	61.00
10/9/1971	Marianne	Stephen Stills	47.00
10/9/1971	Military Madness	Graham Nash	78.00
10/9/1971	Pin The Tail On The Donkey	The Newcomers	77.00
10/9/1971	Saturday Morning Confusion	Bobby Russell	37.00
10/9/1971	"Stop, Look, Listen (To Your Heart)"	The Stylistics	59.00
10/9/1971	Whatcha See Is Whatcha Get	The Dramatics	24.00
10/9/1971	Won't Get Fooled Again	The Who	33.00
10/16/1971	All Day Music	War	47.00
10/16/1971	Feel So Bad	Ray Charles	68.00
10/16/1971	"Hot Pants - I'm Coming, Coming, I'm Coming"	Bobby Byrd	85.00
10/16/1971	I Know I'm In Love	Chee-Chee & Peppy	86.00
10/16/1971	Roll On	The New Colony Six	66.00
10/16/1971	Spanish Harlem	Aretha Franklin	21.00
10/16/1971	The Breakdown (Part I)	Rufus Thomas	48.00
10/16/1971	The Story In Your Eyes	The Moody Blues	33.00
10/16/1971	Walk Easy My Son	Jerry Butler	93.00
10/16/1971	Where Evil Grows	The Poppy Family	56.00
10/23/1971	I Woke Up In Love This Morning	The Partridge Family Starring Shirley Jones Featuring David Cassidy	31.00
10/23/1971	I'm So Glad	The Fuzz	100.00
10/23/1971	K-Jee	The Nite-Liters	55.00
10/23/1971	Make It Funky (Part 1)	James Brown	46.00
10/23/1971	Olena	Don Nix	94.00
10/23/1971	Smiling Faces Sometimes	The Undisputed Truth	30.00
10/23/1971	Stick-Up	The Honey Cone	22.00
10/23/1971	Talk It Over In The Morning	Anne Murray	69.00
10/23/1971	Tell Me Why	Matthews' Southern Comfort	98.00
10/23/1971	Valerie	Cymarron	99.00
10/30/1971	Ain't No Sunshine	Bill Withers	22.00
10/30/1971	Are You Old Enough	Mark Lindsay	98.00
10/30/1971	"Baby, I'm Yours"	Jody Miller	91.00
10/30/1971	Chirpy Chirpy Cheep Cheep	Mac And Katie Kissoon	31.00
10/30/1971	Everything's Alright	Yvonne Elliman	97.00
10/30/1971	"Freedom Comes, Freedom Goes"	The Fortunes	79.00
10/30/1971	MacArthur Park (Part II)	Four Tops	59.00
10/30/1971	Midnight Man	James Gang	94.00
10/30/1971	Rain Dance	The Guess Who	44.00
10/30/1971	So Far Away/Smackwater Jack	Carole King	27.00
10/30/1971	Some Of Shelly's Blues	Nitty Gritty Dirt Band	72.00
10/30/1971	The Love We Had (Stays On My Mind)	The Dells	46.00
10/30/1971	Touch	The Supremes	80.00
10/30/1971	Wedding Song (There Is Love)	Paul Stookey	33.00
11/6/1971	Banks Of The Ohio	Olivia Newton-John	94.00
11/6/1971	I'm Comin' Home	Tommy James	63.00
11/6/1971	Spill The Wine	The Isley Brothers	61.00
11/6/1971	Stagger Lee	Tommy Roe	38.00
11/6/1971	That's The Way A Woman Is	Messengers	72.00
11/6/1971	The Year That Clayton Delaney Died	Tom T. Hall	67.00
11/6/1971	Uncle Albert/Admiral Halsey	Paul & Linda McCartney	26.00
11/6/1971	You Send Me	Ponderosa Twins + One	78.00
11/13/1971	Birds Of A Feather	The Raiders	48.00
11/13/1971	Go Away Little Girl	Donny Osmond	23.00
11/13/1971	If It's Alright With You	Rose Colored Glass	95.00
11/13/1971	If You Really Love Me	Stevie Wonder	34.00
11/13/1971	It's Only Love	Elvis Presley	58.00
11/13/1971	Loving Her Was Easier (Than Anything I'll Ever Do Again)	Kris Kristofferson	44.00
11/13/1971	Mother	Barbra Streisand	86.00
11/13/1971	Sweet City Woman	Stampeders	30.00
11/13/1971	Thin Line Between Love & Hate	The Persuaders	32.00
11/13/1971	Women's Love Rights	Laura Lee	56.00
11/13/1971	You Think You're Hot Stuff	Jean Knight	74.00
11/20/1971	Bless You	Martha Reeves & The Vandellas	56.00
11/20/1971	Charity Ball	Fanny	50.00
11/20/1971	Do You Know What I Mean	Lee Michaels	22.00
11/20/1971	I Bet He Don't Love You (Like I Love You)	The Intruders	92.00
11/20/1971	I Like What You Give	Nolan	77.00
11/20/1971	I Say A Little Prayer/By The Time I Get To Phoenix	Glen Campbell/Anne Murray	85.00
11/20/1971	It's For You	Springwell	64.00
11/20/1971	Life Is A Carnival	The Band	75.00
11/20/1971	Long Ago And Far Away	James Taylor	46.00
11/20/1971	Rub It In	Layng Martine	67.00
11/20/1971	The Night They Drove Old Dixie Down	Joan Baez	28.00
11/20/1971	Trapped By A Thing Called Love	Denise LaSalle	38.00
11/20/1971	You Brought The Joy	Freda Payne	59.00
11/27/1971	I've Found Someone Of My Own	The Free Movement	34.00
11/27/1971	Jennifer	Bobby Sherman	62.00
11/27/1971	Long Promised Road	The Beach Boys	89.00
11/27/1971	Lookin' Back	Bob Seger	96.00
11/27/1971	My Part/Make It Funky (Part 3)	James Brown	71.00
11/27/1971	Never My Love	The 5th Dimension	31.00
11/27/1971	One Fine Morning	Lighthouse	36.00
11/27/1971	Only You Know And I Know	Delaney & Bonnie	46.00
11/27/1971	Tired Of Being Alone	Al Green	37.00
11/27/1971	What Are You Doing Sunday	Dawn Featuring Tony Orlando	54.00
11/27/1971	You've Got To Crawl (Before You Walk)	The 8th Day	47.00
11/27/1971	You've Lost That Lovin' Feelin'	Roberta Flack & Donny Hathaway	75.00
12/4/1971	Absolutely Right	Five Man Electrical Band	35.00
12/4/1971	Dolly Dagger	Jimi Hendrix	77.00
12/4/1971	Don't Wanna Live Inside Myself	Bee Gees	64.00
12/4/1971	Gimme Some Lovin'-Pt. 1	"Traffic, Etc."	78.00
12/4/1971	Help Me Make It Through The Night	O.C. Smith	91.00
12/4/1971	I Want To Pay You Back (For Loving Me)	The Chi-lites	95.00
12/4/1971	I'm Still Waiting	Diana Ross	67.00
12/4/1971	Inner City Blues (Make Me Wanna Holler)	Marvin Gaye	29.00
12/4/1971	It's A Cryin' Shame	Gayle McCormick	59.00
12/4/1971	It's Impossible	The New Birth	62.00
12/4/1971	"Lisa, Listen To Me"	"Blood, Sweat & Tears"	79.00
12/4/1971	Maggie May/Reason To Believe	Rod Stewart	23.00
12/4/1971	Walk Right Up To The Sun	The Delfonics	81.00
12/4/1971	Yo-Yo	The Osmonds	26.00
12/4/1971	You Keep Me Holding On	Tyrone Davis	94.00
12/11/1971	Do I Love You	Paul Anka	57.00
12/11/1971	Easy Loving	Freddie Hart	29.00
12/11/1971	I'd Love To Change The World	Ten Years After	59.00
12/11/1971	I'm Gonna Be A Country Girl Again	Buffy Sainte-Marie	98.00
12/11/1971	Love	The Lettermen	52.00
12/11/1971	Love Is Funny That Way	Jackie Wilson	95.00
12/11/1971	Mammy Blue	Pop-Tops	68.00
12/11/1971	Peace Train	Cat Stevens	26.00
12/11/1971	Questions 67 And 68/I'm A Man	Chicago	55.00
12/11/1971	Tell Mama	Savoy Brown	83.00
12/11/1971	The Girl Who Loved Me When	The Glass Bottle featuring Gary Criss	87.00
12/11/1971	Till	Tom Jones	54.00
12/18/1971	Everybody's Everything	Santana	37.00
12/18/1971	Fool Me	Joe South	78.00
12/18/1971	For Ladies Only	Steppenwolf	66.00
12/18/1971	Grandma's Hands	Bill Withers	50.00
12/18/1971	I Don't Need No Doctor	Humble Pie	84.00
12/18/1971	Imagine	John Lennon Plastic Ono Band	23.00
12/18/1971	Long Ago Tomorrow	B.J. Thomas	61.00
12/18/1971	She's All I Got	Freddie North	53.00
12/18/1971	Two Divided By Love	The Grass Roots	36.00
12/18/1971	Wild Night	Van Morrison	41.00
12/25/1971	A Natural Man	Lou Rawls	36.00
12/25/1971	Desiderata	Les Crane	35.00
12/25/1971	Get Down	Curtis Mayfield	70.00
12/25/1971	"Medley From ""Superstar"" (A Rock Opera)"	The Assembled Multitude	100.00
12/25/1971	Rock Steady	Aretha Franklin	27.00
12/25/1971	She's All I Got	Johnny Paycheck	91.00
12/25/1971	Your Move (I've Seen All Good People)	Yes	50.00
1/1/1972	"Gypsys, Tramps & Thieves"	Cher	25.00
1/1/1972	I'm A Greedy Man - Part I	James Brown	47.00
1/1/1972	Lay Lady Lay	The Isley Brothers	71.00
1/1/1972	Let It Be	Joan Baez	57.00
1/1/1972	Long Time To Be Alone	The New Colony Six	93.00
1/1/1972	No Good To Cry	The Poppy Family	84.00
1/1/1972	Turn Your Radio On	Ray Stevens	70.00
1/8/1972	Baby I'm - A Want You	Bread	34.00
1/8/1972	Stones/Crunchy Granola Suite	Neil Diamond	36.00
1/8/1972	Superstar (Remember How You Got Where You Are)	The Temptations	39.00
1/8/1972	"Theme From ""Summer Of '42"""	Peter Nero	40.00
1/8/1972	Theme From Shaft	Isaac Hayes	31.00
1/8/1972	Tightrope Ride	The Doors	75.00
1/8/1972	Where Did Our Love Go	Donnie Elbert	32.00
1/15/1972	(I Know) I'm Losing You	Rod Stewart With Faces	42.00
1/15/1972	An American Trilogy	Mickey Newbury	34.00
1/15/1972	Behind Blue Eyes	The Who	45.00
1/15/1972	Can I Get A Witness	Lee Michaels	52.00
1/15/1972	Carolyn	Merle Haggard And The Strangers	58.00
1/15/1972	Devil You	Stampeders	63.00
1/15/1972	Friends With You	John Denver	56.00
1/15/1972	Hallelujah	Sweathog	47.00
1/15/1972	Love Potion Number Nine	The Coasters	98.00
1/15/1972	Respect Yourself	The Staple Singers	29.00
1/15/1972	Satisfaction	Smokey Robinson & The Miracles	65.00
1/15/1972	So Many People	Chase	92.00
1/15/1972	The Road We Didn't Take	Freda Payne	100.00
1/15/1972	Truckin'	Grateful Dead	78.00
1/22/1972	After All This Time	Merry Clayton	89.00
1/22/1972	All I Ever Need Is You	Sonny & Cher	33.00
1/22/1972	An Old Fashioned Love Song	Three Dog Night	36.00
1/22/1972	Cherish	David Cassidy	24.00
1/22/1972	George Jackson	Bob Dylan	58.00
1/22/1972	Get Up And Get Down	The Dramatics	97.00
1/22/1972	Have You Seen Her	The Chi-lites	31.00
1/22/1972	Keep On Keeping On	N.F. Porter	88.00
1/22/1972	Love And Liberty	Laura Lee	94.00
1/22/1972	No Sad Song	Helen Reddy	65.00
1/22/1972	Nothing To Hide	Tommy James	71.00
1/22/1972	Pretty As You Feel	Jefferson Airplane	76.00
1/22/1972	Rock & Roll Stew...Part 1	Traffic	93.00
1/22/1972	Sour Suite	The Guess Who	54.00
1/22/1972	Superstar/Bless The Beasts And Children	Carpenters	74.00
1/22/1972	Take It Slow (Out In The Country)	Lighthouse	66.00
1/22/1972	You Make Your Own Heaven And Hell Right Here On Earth	The Undisputed Truth	72.00
1/22/1972	You Really Got A Hold On Me	Gayle McCormick	98.00
1/29/1972	Ain't Nobody Home	B.B. King	58.00
1/29/1972	Everybody Knows About My Good Thing Pt. 1	Little Johnny Taylor	63.00
1/29/1972	Got To Be There	Michael Jackson	31.00
1/29/1972	Hey Big Brother	Rare Earth	34.00
1/29/1972	Hey Girl/I Knew You When	Donny Osmond	26.00
1/29/1972	If I Could See The Light	The 8th Day	87.00
1/29/1972	Me And Bobby McGee	Jerry Lee Lewis	53.00
1/29/1972	My Boy	Richard Harris	46.00
1/29/1972	One Monkey Don't Stop No Show Part I	The Honey Cone	30.00
1/29/1972	Open The Door (Song For Judith)	Judy Collins	90.00
1/29/1972	"White Lies, Blue Eyes"	Bullet	44.00
2/5/1972	Another Puff	Jerry Reed	65.00
2/5/1972	Family Affair	Sly & The Family Stone	30.00
2/5/1972	Five Hundred Miles	Heaven Bound with Tony Scotti	82.00
2/5/1972	It's One Of Those Nights (Yes Love)	The Partridge Family Starring Shirley Jones Featuring David Cassidy	32.00
2/5/1972	Looking For A Love	The J. Geils Band	52.00
2/5/1972	Music From Across The Way	James Last	84.00
2/5/1972	Oh Me Oh My (I'm A Fool For You Baby)	Aretha Franklin	76.00
2/5/1972	Once You Understand	Think	43.00
2/5/1972	Those Were The Days	Carroll O'Connor And Jean Stapleton (As The Bunkers)	58.00
2/5/1972	Way Back Home	Jr. Walker & The All Stars	57.00
2/5/1972	What Am I Living For	Ray Charles	71.00
2/12/1972	Baby Won't You Let Me Rock 'N Roll You	Ten Years After	74.00
2/12/1972	Daisy Mae	"Hamilton, Joe Frank & Reynolds"	57.00
2/12/1972	Get Out Of Bed	Livingston Taylor	97.00
2/12/1972	I'd Like To Teach The World To Sing (In Perfect Harmony)	The Hillside Singers	36.00
2/12/1972	I'd Like To Teach The World To Sing (In Perfect Harmony)	The New Seekers	31.00
2/12/1972	Pain (Part I)	Ohio Players	70.00
2/12/1972	Sugar Daddy	Jackson 5	32.00
2/12/1972	Sweet Baby	Donnie Elbert	92.00
2/12/1972	The Harder I Try (The Bluer I Get)	Free Movement	58.00
2/12/1972	Under My Wheels	Alice Cooper	60.00
2/19/1972	A Simple Game	Four Tops	90.00
2/19/1972	Ajax Airlines	Hudson and Landry	68.00
2/19/1972	Bedtime Story	Tammy Wynette	86.00
2/19/1972	Drowning In The Sea Of Love	Joe Simon	26.00
2/19/1972	I Wrote A Simple Song	Billy Preston	77.00
2/19/1972	Levon	Elton John	42.00
2/19/1972	Lonesome Mary	Chilliwack	81.00
2/19/1972	Make Me The Woman That You Go Home To	Gladys Knight And The Pips	48.00
2/19/1972	Move 'Em Out	Delaney & Bonnie	65.00
2/19/1972	Number Wonderful	Rock Flowers	95.00
2/19/1972	Runaway/Happy Together	Dawn Featuring Tony Orlando	79.00
2/19/1972	Scorpio	Dennis Coffey & The Detroit Guitar Band	28.00
2/19/1972	Shake Off The Demon	Brewer And Shipley	98.00
2/19/1972	Tupelo Honey	Van Morrison	58.00
2/19/1972	Will You Still Love Me Tomorrow	Roberta Flack	76.00
2/19/1972	You Are Everything	The Stylistics	29.00
2/26/1972	Brand New Key	Melanie	24.00
2/26/1972	Clean Up Woman	Betty Wright	26.00
2/26/1972	Cry	Lynn Anderson	80.00
2/26/1972	Do The Funky Penguin Part I	Rufus Thomas	58.00
2/26/1972	Keep Playin' That Rock 'N' Roll	Edgar Winter's White Trash	72.00
2/26/1972	Love Gonna Pack Up (And Walk Out)	The Persuaders	70.00
2/26/1972	One Way Sunday	Mark-Almond	94.00
2/26/1972	Show Me How	The Emotions	53.00
2/26/1972	Son Of Shaft	The Bar-Kays	57.00
2/26/1972	Step Out	The Mamas & The Papas	81.00
2/26/1972	Sunshine	Jonathan Edwards	41.00
2/26/1972	Together Again	Bobby Sherman	91.00
2/26/1972	We're Together	The Hillside Singers	100.00
3/4/1972	Anticipation	Carly Simon	24.00
3/4/1972	Country Wine	The Raiders	66.00
3/4/1972	Da Doo Ron Ron (When He Walked Me Home)	Ian Matthews	96.00
3/4/1972	Day After Day	Badfinger	26.00
3/4/1972	Feeling Alright	Joe Cocker	54.00
3/4/1972	Fire And Water	Wilson Pickett	32.00
3/4/1972	It's Four In The Morning	Faron Young	92.00
3/4/1972	Kiss An Angel Good Mornin'	Charley Pride	49.00
3/4/1972	Standing In For Jody	Johnnie Taylor (The Soul Philosopher)	74.00
3/4/1972	Stay With Me	Faces	34.00
3/4/1972	That's The Way I Feel About Cha	Bobby Womack & Peace	51.00
3/4/1972	Together Let's Find Love	The 5th Dimension	56.00
3/11/1972	(Love Me) Love The Life I Lead	The Fantastics	86.00
3/11/1972	Black Dog	Led Zeppelin	53.00
3/11/1972	Brandy	Scott English	91.00
3/11/1972	Gimme Some More	The JB's	72.00
3/11/1972	It's All Up To You	The Dells	94.00
3/11/1972	Keep On Doin' What You're Doin'	Bobby Byrd	88.00
3/11/1972	Never Been To Spain	Three Dog Night	26.00
3/11/1972	Tell 'Em Willie Boy 's A'Comin'	Tommy James	89.00
3/11/1972	The Witch Queen Of New Orleans	Redbone	56.00
3/11/1972	White Lies	Grin	75.00
3/11/1972	You Got Me Walking	Jackie Wilson	93.00
3/18/1972	Brian's Song	Michel Legrand	70.00
3/18/1972	Footstompin' Music	Grand Funk Railroad	62.00
3/18/1972	Handbags And Gladrags	Rod Stewart	46.00
3/18/1972	Let's Stay Together	Al Green	22.00
3/18/1972	My World	Bee Gees	32.00
3/18/1972	Rock Me On The Water	Linda Ronstadt	85.00
3/18/1972	Sweet Sixteen	B.B. King	93.00
3/18/1972	That's What Love Will Make You Do	Little Milton	69.00
3/18/1972	Up In Heah	Ike & Tina Turner	83.00
3/18/1972	"Willpower Weak, Temptation Strong"	Bullet	96.00
3/25/1972	(Oh Lord Won't You Buy Me A) Mercedes Benz	Goose Creek Symphony	68.00
3/25/1972	Diamonds Are Forever	Shirley Bassey	69.00
3/25/1972	Do What You Set Out To Do	Bobby Bland	73.00
3/25/1972	Everyday	John Denver	81.00
3/25/1972	Floy Joy	The Supremes	28.00
3/25/1972	"I Can't Help Myself (Sugar Pie, Honey Bunch)"	Donnie Elbert	45.00
3/25/1972	If We Only Have Love	Dionne Warwicke	84.00
3/25/1972	"Love Me, Love Me Love"	Frank Mills	59.00
3/25/1972	Mr. Penguin-Pt. I	Lunar Funk	76.00
3/25/1972	Ring The Living Bell	Melanie	43.00
3/25/1972	Softly Whispering I Love You	The English Congregation	48.00
3/25/1972	Son Of My Father	Chicory	91.00
3/25/1972	Talking Loud And Saying Nothing - Part I	James Brown	42.00
3/25/1972	Thank God For You Baby	Pacific Gas And Electric	97.00
3/25/1972	The Nickel Song	Melanie	60.00
3/25/1972	Until It's Time For You To Go	Elvis Presley	56.00
3/25/1972	What It Is	The Undisputed Truth	71.00
4/1/1972	American Pie (Parts I & II)	Don McLean	56.00
4/1/1972	Don't Say You Don't Remember	Beverly Bremers	58.00
4/1/1972	Goin' Down (On The Road To L.A.)	Terry Black & Laurel Ward	68.00
4/1/1972	Hurting Each Other	Carpenters	33.00
4/1/1972	Iron Man	Black Sabbath	69.00
4/1/1972	Joy	Apollo featuring Tom Parker	52.00
4/1/1972	Since I Fell For You	Laura Lee	76.00
4/1/1972	Sweet Seasons	Carole King	45.00
4/1/1972	"You Want It, You Got It"	Detroit Emeralds	54.00
4/8/1972	Ain't Understanding Mellow	Jerry Butler & Brenda Lee Eager	37.00
4/8/1972	Bang A Gong (Get It On)	T. Rex	34.00
4/8/1972	Living Without You	Manfred Mann's Earth Band	69.00
4/8/1972	No One To Depend On	Santana	54.00
4/8/1972	Precious And Few	Climax	31.00
4/8/1972	Runnin' Away	Sly & The Family Stone	50.00
4/8/1972	We've Got To Get It On Again	Addrisi Brothers	36.00
4/15/1972	Afro-Strut	The Nite-Liters	54.00
4/15/1972	All His Children	Charley Pride with Henry Mancini	97.00
4/15/1972	Cheer	Potliquor	87.00
4/15/1972	Could It Be Forever	David Cassidy	58.00
4/15/1972	Don't Ever Take Away My Freedom	Peter Yarrow	100.00
4/15/1972	Glory Bound	The Grass Roots	45.00
4/15/1972	Heartbroken Bopper	The Guess Who	52.00
4/15/1972	Jambalaya (On The Bayou)	Nitty Gritty Dirt Band	84.00
4/15/1972	King Heroin	James Brown	42.00
4/15/1972	Louisianna	Mike Kennedy	67.00
4/15/1972	Now Run And Tell That	Denise LaSalle	59.00
4/15/1972	Rockin' With The King	Canned Heat	88.00
4/15/1972	Tiny Dancer	Elton John	46.00
4/15/1972	Waking Up Alone	Paul Williams	68.00
4/22/1972	Down By The Lazy River	The Osmonds	58.00
4/22/1972	Everything I Own	Bread	54.00
4/22/1972	Jungle Fever	The Chakachas	22.00
